Customer ID,Age,Generation,Gender,Item Purchased,Category, Purchase Amount (USD) ,Previous Purchases, Revenue Amount(USD) , Number Of Orders , Average Order Value(AOV) ,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Preferred Payment Method,Frequency of Purchases
560,66,Baby Boomers,Male,Scarf,Accessories,41,22,902,1,902,Arizona,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,Bank Transfer,Monthly
561,25,Gen Z,Male,Jewelry,Accessories,48,12,576,1,576,Louisiana,L,Red,Fall,3.3,Yes,Free Shipping,Yes,Yes,Debit Card,Annually
562,65,Baby Boomers,Male,Jacket,Outerwear,65,25,1625,1,1625,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,PayPal,Fortnightly
563,53,Gen X,Male,Jeans,Clothing,62,40,2480,1,2480,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,Yes,Debit Card,Annually
564,61,Baby Boomers,Male,Shoes,Footwear,99,16,1584,1,1584,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,Debit Card,Quarterly
565,67,Baby Boomers,Male,Hoodie,Clothing,58,30,1740,1,1740,Florida,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,Bank Transfer,Weekly
566,59,Baby Boomers,Male,Backpack,Accessories,43,10,430,1,430,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,Venmo,Weekly
567,55,Gen X,Male,Sneakers,Footwear,93,1,93,1,93,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,Debit Card,Fortnightly
568,21,Gen Z,Male,Blouse,Clothing,50,24,1200,1,1200,New Hampshire,S,Red,Winter,3,Yes,Next Day Air,Yes,Yes,Venmo,Fortnightly
569,44,Gen X,Male,Pants,Clothing,88,36,3168,1,3168,Utah,L,Red,Summer,4,Yes,Free Shipping,Yes,Yes,PayPal,Monthly
570,65,Baby Boomers,Male,Skirt,Clothing,33,46,1518,1,1518,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,Credit Card,Every 3 Months
571,65,Baby Boomers,Male,T-shirt,Clothing,99,20,1980,1,1980,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,Cash,Annually
572,54,Gen X,Male,Jacket,Outerwear,76,37,2812,1,2812,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,Venmo,Weekly
573,56,Gen X,Male,Scarf,Accessories,97,26,2522,1,2522,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,Bank Transfer,Annually
574,58,,Male,Pants,Clothing,68,23,1564,,,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,Credit Card,Bi-Weekly
575,54,,Male,Sneakers,Footwear,79,20,1580,,,Maine,L,Red,Fall,4.8,Yes,Free Shipping,Yes,Yes,Bank Transfer,Bi-Weekly
576,58,Baby Boomers,Male,Jeans,Clothing,86,38,3268,1,3268,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,Yes,PayPal,Monthly
577,48,Gen X,Male,Hat,Accessories,68,5,340,1,340,Washington,M,Black,Winter,5,Yes,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months
578,19,Gen Z,Male,Skirt,Clothing,52,41,2132,1,2132,Alabama,M,Black,Fall,3.7,Yes,Store Pickup,Yes,Yes,Venmo,Annually
579,69,Baby Boomers,Male,Sandals,Footwear,90,22,1980,1,1980,Maine,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,Credit Card,Fortnightly
580,58,Baby Boomers,Male,Sandals,Footwear,41,48,1968,1,1968,California,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,Yes,Credit Card,Annually
581,49,Gen X,Male,Sweater,Clothing,80,10,800,1,800,Iowa,M,Orange,Spring,4.1,Yes,Free Shipping,Yes,Yes,PayPal,Weekly
582,32,Millennials,Male,Sweater,Clothing,100,12,1200,1,1200,Iowa,XL,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,Yes,Bank Transfer,Every 3 Months
583,40,Millennials,Male,Jacket,Outerwear,77,2,154,1,154,Colorado,L,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,Yes,Bank Transfer,Quarterly
584,25,Gen Z,Male,Shorts,Clothing,78,38,2964,1,2964,California,L,Yellow,Spring,4,Yes,Store Pickup,Yes,Yes,PayPal,Monthly
585,70,Baby Boomers,Male,Socks,Clothing,94,20,1880,1,1880,Indiana,M,White,Spring,4.7,Yes,Free Shipping,Yes,Yes,Debit Card,Monthly
586,69,Baby Boomers,Male,Socks,Clothing,23,5,115,1,115,South Carolina,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,Cash,Every 3 Months
587,45,Gen X,Male,Hoodie,Clothing,20,9,180,1,180,Wisconsin,S,Blue,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,Venmo,Annually
588,29,Millennials,Male,Socks,Clothing,86,48,4128,1,4128,Washington,S,Maroon,Fall,4.2,Yes,Express,Yes,Yes,Debit Card,Every 3 Months
589,47,Gen X,Male,Boots,Footwear,60,9,540,1,540,South Dakota,M,Violet,Fall,3,Yes,Standard,Yes,Yes,Debit Card,Quarterly
590,28,Millennials,Male,Shirt,Clothing,70,40,2800,1,2800,Minnesota,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,PayPal,Annually
591,64,Baby Boomers,Male,Belt,Accessories,39,30,1170,1,1170,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,Venmo,Fortnightly
592,47,,Male,Backpack,Accessories,37,6,222,,,Kentucky,L,Olive,Fall,4.2,Yes,Store Pickup,Yes,Yes,Debit Card,Bi-Weekly
593,60,Baby Boomers,Male,Boots,Footwear,29,42,1218,1,1218,North Dakota,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,Yes,Venmo,Every 3 Months
594,67,Baby Boomers,Male,Coat,Outerwear,35,9,315,1,315,Alaska,S,Green,Winter,4.4,Yes,Store Pickup,Yes,Yes,PayPal,Every 3 Months
595,35,Millennials,Male,Hoodie,Clothing,83,6,498,1,498,Oklahoma,S,Brown,Winter,2.5,Yes,Next Day Air,Yes,Yes,Debit Card,Monthly
596,30,Millennials,Male,Shoes,Footwear,77,47,3619,1,3619,Delaware,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,PayPal,Quarterly
597,23,Gen Z,Male,Shoes,Footwear,37,36,1332,1,1332,Montana,XL,White,Summer,4.5,Yes,Store Pickup,Yes,Yes,Venmo,Annually
598,70,Baby Boomers,Male,Jewelry,Accessories,69,19,1311,1,1311,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,Yes,Bank Transfer,Fortnightly
599,21,Gen Z,Male,Dress,Clothing,66,30,1980,1,1980,California,L,Green,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,Cash,Every 3 Months
600,51,Gen X,Male,Boots,Footwear,26,27,702,1,702,Massachusetts,L,Teal,Spring,4.2,Yes,Standard,Yes,Yes,Debit Card,Every 3 Months
601,22,Gen Z,Male,Hat,Accessories,63,25,1575,1,1575,South Carolina,M,Charcoal,Spring,5,Yes,2-Day Shipping,Yes,Yes,Venmo,Monthly
602,32,Millennials,Male,Backpack,Accessories,38,5,190,1,190,West Virginia,M,Maroon,Summer,4.7,Yes,Store Pickup,Yes,Yes,Cash,Fortnightly
603,37,Millennials,Male,Shoes,Footwear,58,10,580,1,580,Oregon,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,Cash,Every 3 Months
604,31,Millennials,Male,Handbag,Accessories,46,26,1196,1,1196,Massachusetts,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,PayPal,Every 3 Months
605,44,Gen X,Male,Sunglasses,Accessories,92,11,1012,1,1012,West Virginia,S,Pink,Fall,4.4,Yes,Store Pickup,Yes,Yes,Credit Card,Every 3 Months
606,40,Millennials,Male,Hat,Accessories,32,17,544,1,544,California,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,Bank Transfer,Weekly
607,27,Millennials,Male,Scarf,Accessories,90,44,3960,1,3960,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,PayPal,Monthly
608,47,Gen X,Male,Hoodie,Clothing,23,44,1012,1,1012,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,Yes,Cash,Monthly
609,41,Millennials,Male,Backpack,Accessories,25,21,525,1,525,Delaware,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,Yes,Venmo,Every 3 Months
610,51,Gen X,Male,Sweater,Clothing,54,49,2646,1,2646,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,Credit Card,Fortnightly
611,53,Gen X,Male,Shorts,Clothing,72,27,1944,1,1944,Oklahoma,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,Bank Transfer,Every 3 Months
612,43,Gen X,Male,Scarf,Accessories,33,19,627,1,627,California,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,Cash,Monthly
613,67,Baby Boomers,Male,Hat,Accessories,43,33,1419,1,1419,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,Credit Card,Quarterly
614,61,,Male,Coat,Outerwear, $51 ,46,2346,,,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,Cash,Bi-Weekly
615,68,,Male,Jewelry,Accessories,85,21,1785,,,Idaho,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,Credit Card,Bi-Weekly
616,67,Baby Boomers,Male,Sandals,Footwear,100,23,2300,1,2300,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,Venmo,Annually
617,29,Millennials,Male,Gloves,Accessories,72,38,2736,1,2736,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,Credit Card,Every 3 Months
618,50,Gen X,Male,Backpack,Accessories,57,2,114,1,114,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,Bank Transfer,Quarterly
619,61,,Male,Jacket,Outerwear,94,21,1974,,,Indiana,L,Cyan,Spring,4,Yes,Express,Yes,Yes,Debit Card,Bi-Weekly
620,19,Gen Z,Male,Backpack,Accessories,34,1,34,1,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,Yes,Debit Card,Every 3 Months
621,33,Millennials,Male,Backpack,Accessories,89,10,890,1,890,Rhode Island,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,Venmo,Every 3 Months
622,51,Gen X,Male,Sunglasses,Accessories,27,45,1215,1,1215,Kansas,S,Red,Fall,4.4,Yes,Store Pickup,Yes,Yes,Credit Card,Weekly
623,69,Baby Boomers,Male,Socks,Clothing,63,44,2772,1,2772,Georgia,S,Peach,Spring,4,Yes,Next Day Air,Yes,Yes,Bank Transfer,Fortnightly
624,19,,Male,Shoes,Footwear,70,48,3360,,,Nevada,M,White,Fall,4.7,Yes,Standard,Yes,Yes,PayPal,Bi-Weekly
625,55,Gen X,Male,Pants,Clothing,87,21,1827,1,1827,South Carolina,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,PayPal,Annually
626,49,Gen X,Male,Jewelry,Accessories,79,1,79,1,79,Delaware,M,Red,Fall,4,Yes,Next Day Air,Yes,Yes,Venmo,Weekly
627,31,Millennials,Male,Sunglasses,Accessories,79,10,790,1,790,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,Venmo,Annually
628,42,Gen X,Male,Sandals,Footwear,44,24,1056,1,1056,Oregon,L,Black,Winter,4.1,Yes,Express,Yes,Yes,PayPal,Monthly
629,69,Baby Boomers,Male,Sweater,Clothing,85,29,2465,1,2465,Massachusetts,M,White,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,Credit Card,Monthly
630,26,Gen Z,Male,Shoes,Footwear,90,11,990,1,990,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,Debit Card,Annually
631,41,Millennials,Male,Jewelry,Accessories,94,33,3102,1,3102,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,Debit Card,Annually
632,55,Gen X,Male,Boots,Footwear,68,27,1836,1,1836,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,Cash,Fortnightly
633,35,Millennials,Male,Backpack,Accessories,51,19,969,1,969,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,Venmo,Fortnightly
634,66,Baby Boomers,Male,Sandals,Footwear,33,50,1650,1,1650,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,Yes,Debit Card,Quarterly
635,36,Millennials,Male,Sneakers,Footwear,60,46,2760,1,2760,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,Yes,PayPal,Weekly
636,27,Millennials,Male,Hoodie,Clothing,59,28,1652,1,1652,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,Cash,Quarterly
637,41,Millennials,Male,Handbag,Accessories,30,14,420,1,420,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,Bank Transfer,Every 3 Months
638,21,Gen Z,Male,Sweater,Clothing,20,46,920,1,920,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,Cash,Fortnightly
639,53,Gen X,Male,Sandals,Footwear,20,41,820,1,820,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,PayPal,Monthly
640,54,Gen X,Male,Dress,Clothing,24,50,1200,1,1200,Mississippi,L,Olive,Spring,4,Yes,2-Day Shipping,Yes,Yes,Credit Card,Annually
641,53,Gen X,Male,Skirt,Clothing,88,28,2464,1,2464,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,Debit Card,Fortnightly
642,47,Gen X,Male,Blouse,Clothing,78,23,1794,1,1794,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months
643,64,,Male,Skirt,Clothing,25,14,350,,,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly
644,18,Gen Z,Male,Sweater,Clothing,57,10,570,1,570,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,Bank Transfer,Every 3 Months
645,68,Baby Boomers,Male,Backpack,Accessories,93,37,3441,1,3441,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,Cash,Weekly
646,62,,Male,Hoodie,Clothing,42,15,630,,,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,Venmo,Bi-Weekly
647,51,,Male,Boots,Footwear,54,19,1026,,,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,Venmo,Bi-Weekly
648,54,Gen X,Male,Blouse,Clothing,70,23,1610,1,1610,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,Credit Card,Fortnightly
649,22,Gen Z,Male,Hoodie,Clothing,31,35,1085,1,1085,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,Credit Card,Weekly
650,53,Gen X,Male,Pants,Clothing,93,33,3069,1,3069,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,PayPal,Every 3 Months
651,34,Millennials,Male,Gloves,Accessories,40,12,480,1,480,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,Bank Transfer,Annually
652,32,Millennials,Male,Hat,Accessories,32,41,1312,1,1312,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,Yes,Venmo,Fortnightly
653,64,Baby Boomers,Male,Sunglasses,Accessories,27,27,729,1,729,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,Venmo,Weekly
654,20,Gen Z,Male,Scarf,Accessories,68,45,3060,1,3060,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,Cash,Fortnightly
655,24,Gen Z,Male,Handbag,Accessories,59,23,1357,1,1357,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,Venmo,Annually
656,20,Gen Z,Male,Handbag,Accessories,36,19,684,1,684,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,Yes,Venmo,Monthly
657,42,Gen X,Male,Jeans,Clothing,23,6,138,1,138,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,PayPal,Quarterly
658,48,Gen X,Male,Jacket,Outerwear,80,6,480,1,480,Arizona,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,PayPal,Quarterly
659,62,Baby Boomers,Male,Backpack,Accessories,37,20,740,1,740,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,Venmo,Weekly
660,62,Baby Boomers,Male,Shorts,Clothing,52,8,416,1,416,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,Cash,Weekly
661,50,Gen X,Male,Coat,Outerwear,79,39,3081,1,3081,Montana,M,Olive,Fall,5,Yes,2-Day Shipping,Yes,Yes,Credit Card,Quarterly
662,57,Gen X,Male,Shirt,Clothing,68,39,2652,1,2652,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,Credit Card,Quarterly
663,24,,Male,Gloves,Accessories,98,39,3822,,,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,Venmo,Bi-Weekly
664,59,Baby Boomers,Male,Dress,Clothing,83,23,1909,1,1909,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,Credit Card,Monthly
665,63,,Male,Pants,Clothing,83,41,3403,,,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,PayPal,Bi-Weekly
666,41,Millennials,Male,Pants,Clothing,55,50,2750,1,2750,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,Credit Card,Annually
667,35,Millennials,Male,Hoodie,Clothing,26,30,780,1,780,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,Debit Card,Quarterly
668,34,Millennials,Male,Sunglasses,Accessories,76,32,2432,1,2432,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,Bank Transfer,Quarterly
669,49,Gen X,Male,T-shirt,Clothing,85,35,2975,1,2975,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,Bank Transfer,Monthly
670,43,,Male,Jacket,Outerwear,89,45,4005,,,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,Venmo,Bi-Weekly
671,63,,Male,Sweater,Clothing,41,37,1517,,,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,Cash,Bi-Weekly
672,38,Millennials,Male,Jacket,Outerwear,30,45,1350,1,1350,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,Yes,Cash,Weekly
673,59,Baby Boomers,Male,Socks,Clothing,53,29,1537,1,1537,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,Cash,Quarterly
674,35,,Male,Shirt,Clothing,66,27,1782,,,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,Venmo,Bi-Weekly
675,48,Gen X,Male,Jewelry,Accessories,33,36,1188,1,1188,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,Bank Transfer,Annually
676,64,Baby Boomers,Male,Sunglasses,Accessories,86,9,774,1,774,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,Cash,Annually
677,28,,Male,Pants,Clothing,60,38,2280,,,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,Venmo,Bi-Weekly
678,60,Baby Boomers,Male,Socks,Clothing,62,41,2542,1,2542,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,PayPal,Annually
679,27,Millennials,Male,Blouse,Clothing,74,25,1850,1,1850,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,Debit Card,Every 3 Months
680,56,Gen X,Male,Sandals,Footwear,95,37,3515,1,3515,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,Venmo,Fortnightly
681,58,Baby Boomers,Male,Sneakers,Footwear,25,3,75,1,75,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,PayPal,Annually
682,30,Millennials,Male,Shirt,Clothing,59,24,1416,1,1416,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months
683,23,,Male,Jacket,Outerwear,29,49,1421,,,Missouri,M,Brown,Summer,4,Yes,Standard,Yes,Yes,Credit Card,Bi-Weekly
684,33,Millennials,Male,Sandals,Footwear,36,3,108,1,108,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,Bank Transfer,Monthly
685,63,Baby Boomers,Male,Hat,Accessories,82,42,3444,1,3444,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,Debit Card,Monthly
686,70,Baby Boomers,Male,Blouse,Clothing,71,32,2272,1,2272,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,Cash,Fortnightly
687,70,Baby Boomers,Male,Sweater,Clothing,35,33,1155,1,1155,Indiana,L,Beige,Fall,3,Yes,2-Day Shipping,Yes,Yes,Venmo,Fortnightly
688,19,Gen Z,Male,Gloves,Accessories,38,46,1748,1,1748,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,Bank Transfer,Quarterly
689,25,Gen Z,Male,Scarf,Accessories,59,44,2596,1,2596,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,Venmo,Monthly
690,19,Gen Z,Male,Hoodie,Clothing,91,35,3185,1,3185,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,Credit Card,Every 3 Months
691,25,Gen Z,Male,Shorts,Clothing,68,45,3060,1,3060,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,Bank Transfer,Weekly
692,60,,Male,Backpack,Accessories,21,37,777,,,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,PayPal,Bi-Weekly
693,35,Millennials,Male,Sunglasses,Accessories,95,40,3800,1,3800,North Dakota,M,Cyan,Spring,4,Yes,2-Day Shipping,Yes,Yes,Debit Card,Every 3 Months
694,46,Gen X,Male,Shorts,Clothing,52,30,1560,1,1560,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,Cash,Every 3 Months
695,41,Millennials,Male,Dress,Clothing,21,38,798,1,798,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,Venmo,Every 3 Months
696,30,Millennials,Male,Shorts,Clothing,67,15,1005,1,1005,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,Debit Card,Every 3 Months
697,44,Gen X,Male,Belt,Accessories,42,49,2058,1,2058,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,Cash,Monthly
698,61,Baby Boomers,Male,Scarf,Accessories,63,40,2520,1,2520,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,Debit Card,Quarterly
699,55,Gen X,Male,Boots,Footwear,41,40,1640,1,1640,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,Debit Card,Weekly
700,50,Gen X,Male,Handbag,Accessories,46,5,230,1,230,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,PayPal,Weekly
701,57,Gen X,Male,Pants,Clothing,79,5,395,1,395,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,PayPal,Monthly
702,51,Gen X,Male,Boots,Footwear,90,5,450,1,450,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,Debit Card,Every 3 Months
703,18,Gen Z,Male,Shirt,Clothing,71,1,71,1,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,Cash,Weekly
704,63,Baby Boomers,Male,Dress,Clothing,87,21,1827,1,1827,Connecticut,L,Pink,Summer,3,Yes,Standard,Yes,Yes,Venmo,Weekly
705,34,Millennials,Male,Hoodie,Clothing,66,18,1188,1,1188,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,PayPal,Annually
706,25,Gen Z,Male,Pants,Clothing,90,49,4410,1,4410,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,Cash,Quarterly
707,46,Gen X,Male,Jeans,Clothing,47,27,1269,1,1269,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,Debit Card,Weekly
708,59,Baby Boomers,Male,Shirt,Clothing,38,21,798,1,798,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,Venmo,Annually
709,37,Millennials,Male,Backpack,Accessories,50,19,950,1,950,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,Cash,Fortnightly
710,49,Gen X,Male,Jacket,Outerwear,79,23,1817,1,1817,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,Debit Card,Monthly
711,22,Gen Z,Male,Scarf,Accessories,91,26,2366,1,2366,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,PayPal,Fortnightly
712,64,,Male,Boots,Footwear,60,13,780,,,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,Bank Transfer,Bi-Weekly
713,42,Gen X,Male,Blouse,Clothing,81,36,2916,1,2916,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,Bank Transfer,Quarterly
714,37,,Male,Hoodie,Clothing,90,39,3510,,,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,Bank Transfer,Bi-Weekly
715,26,Gen Z,Male,Jacket,Outerwear,70,40,2800,1,2800,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,Debit Card,Fortnightly
716,33,Millennials,Male,Jeans,Clothing,63,37,2331,1,2331,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,Debit Card,Quarterly
717,30,,Male,Jewelry,Accessories,29,9,261,,,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,Venmo,Bi-Weekly
718,21,Gen Z,Male,Socks,Clothing,90,7,630,1,630,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,Venmo,Every 3 Months
719,22,Gen Z,Male,Shirt,Clothing,22,25,550,1,550,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,Bank Transfer,Annually
720,63,,Male,Shorts,Clothing,22,42,924,,,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,Venmo,Bi-Weekly
721,33,Millennials,Male,Jewelry,Accessories,62,19,1178,1,1178,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,Debit Card,Weekly
722,43,Gen X,Male,Blouse,Clothing,57,41,2337,1,2337,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,Debit Card,Every 3 Months
723,27,,Male,Sweater,Clothing,32,50,1600,,,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,Cash,Bi-Weekly
724,35,Millennials,Male,Jewelry,Accessories,53,43,2279,1,2279,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,PayPal,Monthly
725,37,Millennials,Male,T-shirt,Clothing,79,36,2844,1,2844,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,Venmo,Every 3 Months
726,61,Baby Boomers,Male,Hat,Accessories,61,33,2013,1,2013,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,Debit Card,Fortnightly
